source_id,raw_u-g,raw_g-r,raw_r-i,raw_i-z,u-g,g-r,r-i,i-z,r_mag,concentration_r,z_spec,z_spec_err,is_valid
30253,2.160589999999999,1.0295099999999984,0.4670400000000008,0.36064000000000007,2.111510599999999,0.9761306999999988,0.43626047000000057,0.33783060999999925,16.3489852,2.946879617705811,0.1067359,2.020043e-05,False
52109,1.8697300000000006,1.125820000000001,0.45805000000000007,0.3272900000000014,1.8599594900000014,1.1151935300000027,0.45192254999999903,0.32274921000000134,17.62310783,2.740954639938079,0.160461,2.918751e-05,False
70614,1.5567600000000006,1.037899999999997,0.47778000000000276,0.28235999999999883,1.5394199700000009,1.019040859999997,0.46690542000000335,0.2743013300000001,16.704058810000003,2.2821948618166785,0.1853528,2.231012e-05,True
42724,2.39611,1.4301899999999996,0.5212599999999981,0.34734000000000087,2.38042557,1.4131315200000003,0.511423709999999,0.3400507599999987,16.82856055,2.533612984116529,0.2632409,6.048182e-05,False
82662,1.898019999999999,1.0357500000000002,0.41507000000000005,0.27939000000000114,1.885453309999999,1.0220823900000013,0.40718895999999916,0.2735497200000001,16.5657817,2.8017521618428742,0.1215855,2.330467e-05,False
64906,0.29687000000000197,1.2637900000000002,1.3116699999999994,0.23135999999999868,0.22075820000000235,1.1810101999999993,1.2639373999999997,0.19598749999999754,21.0375727,1.8881363136678586,0.6232395,0.0003288586,True
94855,0.5009399999999999,1.39771,1.0564399999999985,0.35463999999999984,0.4650371,1.358661810000001,1.0339239799999973,0.33795437999999933,20.76138249,2.174918001307324,0.7151608,7.393166e-05,False
79523,1.8566899999999968,1.661830000000002,0.5992399999999982,0.34435000000000215,1.8277731999999958,1.6303798100000009,0.5811051899999988,0.3309110900000043,18.31417709,3.2512576491708978,0.2960697,7.74564e-05,False
78911,1.949469999999998,1.43703,0.52027,0.39780000000000015,1.925448209999999,1.4109037399999984,0.5052050500000007,0.38663602000000097,17.60322705,3.1117070554928197,0.2260999,3.897573e-05,False
86686,0.22028000000000247,1.8079699999999974,1.135460000000002,0.582419999999999,0.19759509000000364,1.7832977899999953,1.1212334900000016,0.5718773500000012,20.201630820000002,2.4295000981603225,-0.6525885,0.0001053175,False
56070,2.341239999999999,1.757369999999998,0.6195599999999999,0.3577300000000001,2.325930169999996,1.7407189299999999,0.6099586399999986,0.3506148600000003,18.29957505,2.8759071360929043,0.3840635,9.49797e-05,False
46680,1.818489999999997,0.8277900000000002,0.3795900000000003,0.2763600000000004,1.7902595699999964,0.7970863799999997,0.3618856600000022,0.2632400799999992,17.637972750000003,2.932079249657498,0.07506055,2.180301e-05,False
39192,6.16751,1.8262499999999982,0.6468600000000002,0.34461999999999904,6.1448757,1.8016327699999977,0.6326651900000009,0.3341008499999987,18.355014230000002,2.688490194135953,0.3498703,6.264766e-05,False
98264,1.9085600000000014,0.96481,0.3902999999999981,0.3643300000000007,1.8801722000000005,0.9339353000000017,0.37249695999999766,0.35113695999999983,16.210668599999998,3.0731613245502705,0.09555065,2.270697e-05,False
